,hh_village_code,hh_reserve_section,n,Question,Value,survey,topic
970,8,PARCELLE I,46,People who got their net from other places,NA,test,Mosquito Nets
971,8,PARCELLE I,46,People who got their net from a private health center,NA,test,Mosquito Nets
972,8,PARCELLE I,46,People who got their net through an MID campaign,45,test,Mosquito Nets
973,8,PARCELLE I,46,People who did not get a net,1,test,Mosquito Nets
974,8,PARCELLE I,46,People who got a net through CPN,NA,test,Mosquito Nets
975,8,PARCELLE I,46,People who got a net through a vaccination visit,NA,test,Mosquito Nets
976,8,PARCELLE I,46,People who dont know where they got their net,NA,test,Mosquito Nets
977,8,PARCELLE I,46,People who use Permanet brand,42,test,Mosquito Nets
978,8,PARCELLE I,46,People who use other brands,1,test,Mosquito Nets
979,8,PARCELLE I,46,People who use Yorkool,NA,test,Mosquito Nets
980,8,PARCELLE I,46,People who use Super Moustiquaire,NA,test,Mosquito Nets
981,8,PARCELLE I,46,People who use Tsaralay,NA,test,Mosquito Nets
982,8,PARCELLE I,46,People who dont know what brand they use,3,test,Mosquito Nets
983,8,PARCELLE I,46,People who use Royal Sentry,NA,test,Mosquito Nets
984,8,PARCELLE I,46,People who use Olyset,NA,test,Mosquito Nets
985,8,PARCELLE I,46,People who use Bestnet,NA,test,Mosquito Nets
986,8,PARCELLE I,46,People who use interceptor,NA,test,Mosquito Nets
987,9,PARCELLE I,109,Do you have a mosquito net?,109,test,Mosquito Nets
988,9,PARCELLE I,109,Do you own a net to scare mosquitos?,109,test,Mosquito Nets
989,9,PARCELLE I,109,Do you own a net to fish?,2,test,Mosquito Nets
990,9,PARCELLE I,109,Do you own a net to catch poultry?,1,test,Mosquito Nets
991,9,PARCELLE I,109,Do you own a net for other reasons?,13,test,Mosquito Nets
992,9,PARCELLE I,109,Do you avoid mosquitos with other ways?,2,test,Mosquito Nets
993,9,PARCELLE I,109,Do you use spray to avoid mosquitos?,0,test,Mosquito Nets
994,9,PARCELLE I,109,Do you remove puddles to avoid mosquitos?,0,test,Mosquito Nets
995,9,PARCELLE I,109,Do you remove mosquito bushes to avoid mosquitos?,0,test,Mosquito Nets
996,9,PARCELLE I,109,Do you use repellent to avoid mosquitos?,0,test,Mosquito Nets
997,9,PARCELLE I,109,Do you use a mosquito net when you sleep?,101,test,Mosquito Nets
998,9,PARCELLE I,109,How many mosquito nets do you have?,2.211009174,test,Mosquito Nets
999,9,PARCELLE I,109,People who have not responded to where they got their nets,106,test,Mosquito Nets
1000,9,PARCELLE I,109,People who got their nets from a street/shop/market,1,test,Mosquito Nets
1001,9,PARCELLE I,109,People who got their net from a community officer,NA,test,Mosquito Nets
1002,9,PARCELLE I,109,People who dont know where they got their nets,2,test,Mosquito Nets
1003,9,PARCELLE I,109,People who got their net from a public health center,NA,test,Mosquito Nets
1004,9,PARCELLE I,109,People who got their net from other places,NA,test,Mosquito Nets
1005,9,PARCELLE I,109,People who got their net from a private health center,NA,test,Mosquito Nets
1006,9,PARCELLE I,109,People who got their net through an MID campaign,105,test,Mosquito Nets
1007,9,PARCELLE I,109,People who did not get a net,NA,test,Mosquito Nets
1008,9,PARCELLE I,109,People who got a net through CPN,NA,test,Mosquito Nets
1009,9,PARCELLE I,109,People who got a net through a vaccination visit,1,test,Mosquito Nets
1010,9,PARCELLE I,109,People who dont know where they got their net,3,test,Mosquito Nets
1011,9,PARCELLE I,109,People who use Permanet brand,4,test,Mosquito Nets
1012,9,PARCELLE I,109,People who use other brands,97,test,Mosquito Nets
1013,9,PARCELLE I,109,People who use Yorkool,NA,test,Mosquito Nets
1014,9,PARCELLE I,109,People who use Super Moustiquaire,NA,test,Mosquito Nets
1015,9,PARCELLE I,109,People who use Tsaralay,NA,test,Mosquito Nets
1016,9,PARCELLE I,109,People who dont know what brand they use,8,test,Mosquito Nets
1017,9,PARCELLE I,109,People who use Royal Sentry,NA,test,Mosquito Nets
1018,9,PARCELLE I,109,People who use Olyset,NA,test,Mosquito Nets
1019,9,PARCELLE I,109,People who use Bestnet,NA,test,Mosquito Nets
1020,9,PARCELLE I,109,People who use interceptor,NA,test,Mosquito Nets
